network,chain,chain_seed,spe,spe_nom,accepted,proposals,acc_rate_cum,acc_rate_interval,M_inter,M_total,final,stalled,n,m,n_comms,Q,p_intra,sd_s,mu_s,delta,mu_intra,mu_inter,r_pb,auc_s,auc_prod,hb,deg_R2,hub_inter_frac,nonhub_inter_frac,hub_inter_lift,assort_deg,transitivity,avg_local_cc,tri_intra,tri_inter,tri_frac_intra_ge1,tri_frac_inter_ge1,comm_size_mean,comm_size_max_frac,comm_size_gini,seconds
ca-GrQc,neutral,2,0.0,0.0,0,0,,,356268,6769056,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.28700993739820324,0.3097898971837282,0.08723506953795679,0.3188695717586444,0.2316345022206876,0.09281489735988588,0.5235911226462407,0.4671170327863241,0.47820995409767336,0.20120241734161926,0.1005940594059406,0.10618729096989966,0.9664806480648065,0.639186140675376,0.6288944756689877,0.5568782161697932,11.728316008316009,1.6492483894058698,0.9212474012474012,0.7816750178954903,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,0.01,0.01,134,138,0.9710144927536232,0.9710144927536232,431518,6726027,0,0,4158,13422,42,0.8340772991257664,0.87863209655789,0.2863946727659818,0.3097898971837282,0.07324986958177862,0.3186800802822766,0.245430210700498,0.08352132536280563,0.515375416230779,0.47046715448609444,0.49629542485620504,0.20120241734161926,0.12480314960629921,0.11927595300887077,1.0283044039384575,0.6278654966224361,0.5947376041488424,0.5258085975274208,11.311371152378529,1.3241252302025783,0.9148647502755872,0.6470227133210559,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,0.02,0.02,268,276,0.9710144927536232,0.9710144927536232,512529,6682010,0,0,4158,13422,42,0.8164942265583399,0.8610490239904635,0.28571180448737954,0.3097898971837282,0.06512800105457733,0.31883949649581184,0.2537114954412345,0.07884684225404759,0.5108350938500186,0.47271952678424994,0.5147970977034745,0.20120241734161926,0.1474960876369327,0.13369434416365825,1.0614973127415073,0.6162849163329045,0.5606597080541772,0.49587139051259405,10.877217270918058,1.1136729222520108,0.9077615298087739,0.5560321715817694,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,0.05,0.05,671,697,0.9626972740315638,0.9572446555819477,710180,6567764,0,0,4158,13422,42,0.7674702360949216,0.8120250335270451,0.28428425317282485,0.3097898971837282,0.05032805712057242,0.31925031203361676,0.26892225491304433,0.06916590723485669,0.5014927171353941,0.47749730827610865,0.5237443059031818,0.20120241734161926,0.21117296985985795,0.17326190186290027,1.123410067958388,0.5862275526834549,0.4699432693193635,0.41473757584053117,9.657950270667033,0.7320650019817677,0.8869621066152859,0.38842647641696393,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,0.1,0.1,1342,1391,0.9647735442127966,0.9668587896253602,987160,6330458,0,0,4158,13422,42,0.6927421776833586,0.7372969751154821,0.28214956555585013,0.3097898971837282,0.03016032478957381,0.31771310573744876,0.28755278094787495,0.04704466615275154,0.48788437756066383,0.48529869462603936,0.5185080844146733,0.20120241734161926,0.3029570392412126,0.23579863269111248,1.1532301136402598,0.5237939205370665,0.35261211219775446,0.30774984841186626,7.964531123686338,0.43959160521837776,0.8468067906224738,0.2614861032331254,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,0.15,0.15,2013,2089,0.9636189564384873,0.9613180515759312,1216048,6157207,0,0,4158,13422,42,0.6268801601002859,0.6714349575324094,0.28031454480696344,0.3097898971837282,0.016827218048614034,0.3153187327964825,0.29849151474786845,0.028195470195103225,0.47563062804645456,0.4956331844766313,0.5029264564031553,0.20120241734161926,0.37150635208711436,0.2986602628918099,1.1306934824746595,0.4782127333652548,0.27520303265633844,0.22891889737738783,6.8099201065246335,0.30680272108843537,0.8054815801154017,0.2036281179138322,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,0.2,0.2,2684,2777,0.9665106229744328,0.9752906976744186,1430580,6010826,0,0,4158,13422,42,0.5686921106292682,0.6132469080613917,0.27913043632217394,0.3097898971837282,0.012869492355711942,0.3147672131439801,0.30189772078826815,0.02245374584879636,0.47230243994206866,0.49836720803163875,0.49525049451780445,0.20120241734161926,0.43607954545454547,0.35109114249037227,1.127539907357139,0.43970086469265285,0.21626104010635355,0.17685136544923924,5.8403596160855304,0.2346368715083799,0.7609038998906573,0.1695241764592564,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,0.3,0.3,4027,4176,0.9643199233716475,0.9599714081486777,1863621,5662625,0,0,4158,13422,42,0.4635661979485948,0.5081209953807182,0.2762140640452949,0.3097898971837282,0.008852560968884815,0.3141442860614348,0.30529172509255,0.016022705541168063,0.46978392755772047,0.4987831822046283,0.5067534329238153,0.20120241734161926,0.548926014319809,0.44759131815775544,1.1159777285974668,0.3480914947357005,0.12637384333908097,0.1007842636407152,4.026099706744868,0.20372614359285066,0.6642228739002932,0.1513177824901545,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,0.4,0.4,5369,5557,0.9661687961130107,0.9717595944967415,2204336,5414798,0,0,4158,13422,42,0.3769174123726748,0.4214722098047981,0.27383990728458363,0.3097898971837282,0.004796150045424719,0.31256460327095237,0.30776845322552765,0.008648536192223368,0.4656790343801894,0.5026072012621964,0.500213004389521,0.20120241734161926,0.63197885695408,0.5346091205211726,1.0923915284015018,0.28288985738163863,0.07914653890197833,0.05755310060531522,2.9307053208414353,0.1880231809401159,0.5831712922043486,0.14320669671603348,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,0.5,0.5,6711,6939,0.9671422395157804,0.9710564399421129,2488857,5212439,0,0,4158,13422,42,0.30636160846863664,0.35091640590075995,0.27239173985541854,0.3097898971837282,0.0020572378440165684,0.31112521651743946,0.3090679786734229,0.003604480858778912,0.46332658031775,0.5046751168313125,0.49404047380821914,0.20120241734161926,0.6975546975546976,0.6072717180127671,1.0746762110398473,0.22965054877793284,0.05164992826398852,0.036669900602148864,2.150743099787686,0.18847566574839303,0.5131634819532909,0.1452020202020202,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,1.0,1.0,13422,13843,0.9695875171566857,0.972045191193511,3241630,4603991,0,0,4158,13422,42,0.11071267388362695,0.15526747131575025,0.26524454684981547,0.3097898971837282,-0.018104062715818714,0.2944968065063364,0.31260086922215513,-0.02471891650468712,0.43680998266830856,0.5337150323221318,0.4373533950830796,0.20120241734161926,0.8645442258597387,0.8252254916457193,1.0234532192176233,0.06957192197454101,0.015308069972226977,0.012041188725749042,0.6928982725527831,0.18036690774387018,0.33013435700575816,0.13617922032104426,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,1.5,1.5,20133,20736,0.9709201388888888,0.9735964021471057,3552013,4367154,0,0,4158,13422,42,0.038145247270603554,0.08270004470272686,0.2660879581037081,0.3097898971837282,-0.03422668955453412,0.2783937563853804,0.3126204459399145,-0.035428130289999686,0.413001378571554,0.56559922495595,0.39285852405405375,0.20120241734161926,0.9206465833945628,0.9138582439171831,1.003648346517367,0.007261680612526461,0.011293485843654982,0.009358207265893105,0.4891891891891892,0.16496101364522417,0.27297297297297296,0.13182261208576998,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,2.0,2.0,26844,27613,0.972150798536921,0.9758615675439872,3642178,4289784,0,0,4158,13422,42,0.012813702046344862,0.057368499478468185,0.2642160423446318,0.3097898971837282,-0.057622879905418145,0.2554727554341119,0.31309563533953005,-0.05071582523013971,0.38278024931123256,0.6052967858887871,0.34228025344258545,0.20120241734161926,0.9371720116618075,0.9483389210606522,0.9942082469589615,-0.013093852408830136,0.01042475616337383,0.008345480524092645,0.5064935064935064,0.15697122984508377,0.274025974025974,0.12187796395826747,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,2.5,2.5,33555,34486,0.9730035376674593,0.9764295067656046,3729884,4328447,0,0,4158,13422,42,0.004841715755181099,0.049396513187304425,0.26361621477856906,0.3097898971837282,-0.07311336875572441,0.24028807391191417,0.3134014426676386,-0.060099730354319016,0.3636594852691449,0.6239002380480368,0.323804103978963,0.20120241734161926,0.9456505901209383,0.9557859429791127,0.9947897343524754,-0.0029218739520031176,0.010872283574427757,0.009818146079608667,0.5882352941176471,0.1636491888079003,0.30618401206636503,0.12845834313033938,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,3.0,3.0,40266,41366,0.9734081129429967,0.9754360465116279,3717316,4295218,0,0,4158,13422,42,7.342488943828899e-05,0.04462822232156161,0.2627445959537981,0.3097898971837282,-0.09653950362506242,0.21755877998925827,0.3140982836143207,-0.07586863438864383,0.3373738783490694,0.6543722888377351,0.30047785036626906,0.20120241734161926,0.9470082981511136,0.9641385624904624,0.991245837774643,-0.011664203107575724,0.010372105879720426,0.007764764233072097,0.6143572621035058,0.15565780238633706,0.33889816360601,0.12602355143102237,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,3.5,3.5,46977,48252,0.9735762248196966,0.9745861167586407,3719791,4253856,0,0,4158,13422,42,0.0017125248745373833,0.0462673223066607,0.2645544693298645,0.3097898971837282,-0.08485276463738586,0.22886304275643152,0.3137158073938174,-0.06737540805336191,0.3504969733015776,0.6430730615475014,0.337887499226558,0.20120241734161926,0.9466357308584686,0.9612319950965369,0.9925587672511809,-0.022546270534606366,0.010582707014334041,0.011285736210587899,0.5072463768115942,0.16381532692758377,0.3107890499194847,0.13123974689477386,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,4.0,4.0,53688,55115,0.9741086818470471,0.9778522512020982,3687639,4265192,0,0,4158,13422,42,0.003128111225304781,0.0476829086574281,0.265021005660047,0.3097898971837282,-0.08525953825083549,0.2285957817074818,0.3138553199583173,-0.06855432163764787,0.3448609372555156,0.6493222280355186,0.31969637808680507,0.20120241734161926,0.9428405628898883,0.9623219482309695,0.9900489778679455,-0.019563844241080368,0.010135179603280113,0.008480417029338841,0.49375,0.15600062588014396,0.3078125,0.12314191832264121,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,4.5,4.5,60399,61979,0.9745074944739347,0.9777097902097902,3731101,4301256,0,0,4158,13422,42,-0.0008951341926657147,0.04365966323945761,0.26495966715175895,0.3097898971837282,-0.08482202328640776,0.22867117486929445,0.3134931981557022,-0.06541468972919151,0.344514933468902,0.6545111764374302,0.2987527941447335,0.20120241734161926,0.947162142546088,0.9660186744221644,0.9904027950493606,-0.010075645418769263,0.009700814763139536,0.009241352264097634,0.5,0.14942349641632907,0.29692832764505117,0.12277968214397009,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,5.0,5.0,67110,68845,0.9747984603093907,0.9774249927177396,3641141,4254678,0,0,4158,13422,42,-0.0001500887448934039,0.04440470868722992,0.26351237665666266,0.3097898971837282,-0.110338332038249,0.2043511066366725,0.3146894386749215,-0.08625353630459723,0.3094702900044687,0.6838710196465443,0.27577301208385413,0.20120241734161926,0.9436660407337859,0.9683028158178181,0.987516419673232,-0.02233000779525572,0.009858765614099747,0.008785194020728327,0.575503355704698,0.14844846405738343,0.32550335570469796,0.12100421019803524,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,5.5,5.5,73821,75708,0.9750752892692979,0.9778522512020982,3679040,4280056,0,0,4158,13422,42,-0.0014166660061063336,0.04313813142601699,0.26169619123225335,0.3097898971837282,-0.09437421937055002,0.21948680529161274,0.31386102466216276,-0.07326748078374445,0.32572591508690646,0.6695382671850569,0.27596916344602823,0.20120241734161926,0.9455151427329372,0.9688698052445944,0.9881417305739689,-0.01565322458450241,0.01022731759967357,0.008555755911683229,0.5785837651122625,0.15541540138596902,0.3333333333333333,0.12349139609125594,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,6.0,6.0,80532,82587,0.9751171491881289,0.9755778456170955,3694161,4297037,0,0,4158,13422,42,-0.0025342341777648057,0.04202056325435852,0.26234287188786126,0.3097898971837282,-0.1024686820164577,0.2116270069015338,0.3140956889179915,-0.07836658285743271,0.3172031734527391,0.6724450048483765,0.26877786900052947,0.20120241734161926,0.9469795740982182,0.9696272434422457,0.9885176422107859,-0.011185636291421492,0.010319455596067024,0.009614049335077821,0.6294326241134752,0.15531186809768238,0.3546099290780142,0.12466946648001244,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,6.5,6.5,87243,89475,0.9750544844928751,0.9743031358885017,3660164,4229474,0,0,4158,13422,42,-0.0016401796404380265,0.042914617791685296,0.26172705605253277,0.3097898971837282,-0.08952720020439695,0.22410472255806266,0.3136319227624596,-0.06932411736505513,0.3338418276549553,0.6555379052277406,0.2882745471502574,0.20120241734161926,0.9487917146144994,0.9659969088098919,0.9913344538031925,-0.02896101276191299,0.009806115330446343,0.009473565467347796,0.5833333333333334,0.1478281177020084,0.34375,0.12276194924490114,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,7.0,7.0,93954,96337,0.9752639172903453,0.9779947537161178,3672656,4210480,0,0,4158,13422,42,-0.0018636932747697263,0.042691104157353596,0.2643821299015371,0.3097898971837282,-0.09831177831082505,0.21567515724066522,0.31398693555149026,-0.07517409283726813,0.3320559099879022,0.6634566057048463,0.30452669308915775,0.20120241734161926,0.9466898449949297,0.9685534591194969,0.9889073935342786,-0.03395820798238156,0.008990035933818594,0.008606443850569937,0.45549738219895286,0.13915479803875788,0.3036649214659686,0.11526188808467586,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,7.5,7.5,100665,103203,0.975407691636871,0.9774249927177396,3675164,4206980,0,0,4158,13422,42,-0.002310720543433112,0.04224407688869021,0.2646338820986522,0.3097898971837282,-0.09832537087495305,0.21561819083612568,0.31394356171107873,-0.07473610857023184,0.33509851093152015,0.6593723096510599,0.30480795868914506,0.20120241734161926,0.9487696071377176,0.9674030588598795,0.99061732143154,-0.03487903473144115,0.009977228752319904,0.007690570496750348,0.5502645502645502,0.15262543757292882,0.3386243386243386,0.12290937378451965,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,8.0,8.0,107376,110073,0.9754980785478727,0.9768558951965065,3760408,4268607,0,0,4158,13422,42,-0.0009696387374429477,0.043585158694680375,0.26562835577008337,0.3097898971837282,-0.08477916939638633,0.2287058413394866,0.3134850107358729,-0.0651639186000546,0.35934727939869326,0.6347881291326022,0.33720459707282036,0.20120241734161926,0.9494553376906318,0.9637448370812299,0.9927233420957904,-0.018665380427355,0.01043791873428718,0.008614548538349984,0.5042735042735043,0.1623432266105788,0.3213675213675214,0.128924203474332,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,8.5,8.5,114087,116939,0.9756112161041227,0.9774249927177396,3761955,4308297,0,0,4158,13422,42,-0.0019381978195469527,0.04261659961257637,0.2658023497117195,0.3097898971837282,-0.08382608704266353,0.22953619292965083,0.31336227997231436,-0.06370194927637943,0.3473661941171669,0.6444449130635901,0.3065080670169867,0.20120241734161926,0.949992710307625,0.9651074203870181,0.992280323560229,-0.008223205093018026,0.01076698300712095,0.008933595021425213,0.5996503496503497,0.16428015564202333,0.32167832167832167,0.12910505836575875,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,9.0,9.0,120798,123806,0.9757039238809104,0.9772826561817387,3752741,4303266,0,0,4158,13422,42,-0.0019381978195469527,0.04261659961257637,0.26429908688904336,0.3097898971837282,-0.08332186517010359,0.230018926580552,0.3133407917506556,-0.06367891633914927,0.3398571467443063,0.6517785910587467,0.3034341435315459,0.20120241734161926,0.9484190587206761,0.9667632261015399,0.9906366230466082,-0.009546827771452309,0.010727495294380898,0.010718186276660822,0.583916083916084,0.16428015564202333,0.3374125874125874,0.1311284046692607,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,9.5,9.5,127509,130655,0.9759213195055682,0.9798510731493649,3774296,4253159,0,0,4158,13422,42,-0.0015656750956608001,0.04298912233646252,0.2652396195774908,0.3097898971837282,-0.07745207169303145,0.23566742207592092,0.3131194937689524,-0.059228722958377056,0.3629497953536129,0.6274026470792606,0.3540514516428495,0.20120241734161926,0.9490983129726586,0.9653223342499236,0.9917320013015978,-0.022729646604347627,0.009819277901359693,0.010248978737273255,0.3986135181975737,0.15632541845075906,0.24436741767764297,0.12720903075126508,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,10.0,10.0,134220,137522,0.9759892962580533,0.9772826561817387,3787807,4281262,0,0,4158,13422,42,-0.0027577478120964995,0.041797049620026824,0.26510271080738224,0.3097898971837282,-0.09008409910707435,0.22347104763700762,0.31355514674408197,-0.06800416874385377,0.3433021192869709,0.649015782490446,0.33483312137876875,0.20120241734161926,0.9492119089316988,0.9675799086757991,0.9906167671006346,-0.015335933996112116,0.010714332723467548,0.008533013087707495,0.5311942959001783,0.16670554389238784,0.3137254901960784,0.13210481300054427,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,neutral,2,10.0,10.0,134220,137522,0.9759892962580533,,3787807,4281262,1,0,4158,13422,42,-0.0027577478120964995,0.041797049620026824,0.26510271080738224,0.3097898971837282,-0.09008409910707435,0.22347104763700762,0.31355514674408197,-0.06800416874385377,0.3433021192869709,0.649015782490446,0.33483312137876875,0.20120241734161926,0.9492119089316988,0.9675799086757991,0.9906167671006346,-0.015335933996112116,0.010714332723467548,0.008533013087707495,0.5311942959001783,0.16670554389238784,0.3137254901960784,0.13210481300054427,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,1,0.0,0.0,0,0,,,356268,6769056,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.28700993739820324,0.3097898971837282,0.08723506953795679,0.3188695717586444,0.2316345022206876,0.09281489735988588,0.5235911226462407,0.4671170327863241,0.47820995409767336,0.20120241734161926,0.1005940594059406,0.10618729096989966,0.9664806480648065,0.639186140675376,0.6288944756689877,0.5568782161697932,11.728316008316009,1.6492483894058698,0.9212474012474012,0.7816750178954903,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,1,0.01,0.01,134,13756,0.009741203838325094,0.009741203838325094,388172,6754517,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.2873510423323712,0.3097898971837282,0.09190621208531621,0.31935575758331,0.22744954549799376,0.09766874365875766,0.5322445335043761,0.4595553584529962,0.5248349092320235,0.20120241734161926,0.1046902830001979,0.10371609511291671,1.0058360618673274,0.6353610263597821,0.6119147591907651,0.5397387953287606,11.44997920997921,1.274874731567645,0.9156756756756756,0.6349319971367215,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,1,0.02,0.02,268,30375,0.008823045267489713,0.00806306035260846,419752,6746874,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.28748973117193416,0.3097898971837282,0.094677828955361,0.3196442353636298,0.2249664064082688,0.10056560368143186,0.5382006289092903,0.45505051662531976,0.5710514576003735,0.20120241734161926,0.10621044303797468,0.10279703562036815,1.0204413503619871,0.6333502038331924,0.5959617232437839,0.5280909970802449,11.186777546777547,0.9377236936292055,0.9111018711018711,0.5182534001431639,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,1,0.05,0.05,671,83209,0.008064031535050295,0.007627664004239694,510049,6711039,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.28828296034292017,0.3097898971837282,0.10829631791375946,0.3210616864942275,0.21276536858046805,0.11471447682604656,0.563009091355548,0.4346145661106291,0.7080102553370774,0.20120241734161926,0.11304004734661668,0.09864719262540404,1.0860583503838863,0.6239222533896056,0.5600805549339898,0.5029762300631797,10.555758835758835,0.5153901216893343,0.8971309771309771,0.30994989262705797,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,1,0.1,0.1,1342,185811,0.007222392646291124,0.006539833531510107,641461,6741989,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.28920776710670526,0.3097898971837282,0.12709849756370317,0.3230186709206149,0.19592017335691175,0.13420045103739026,0.5961032327961462,0.4066233702454175,0.9050894676563627,0.20120241734161926,0.11886304909560723,0.09522107019425576,1.1420041839378956,0.632064992784862,0.5325839442959999,0.4697427257816072,10.042162162162162,0.4502505368647101,0.8747609147609148,0.22261989978525412,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,1,0.15,0.15,2013,318976,0.0063108196227929375,0.005038861562722938,745133,6794916,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.2900940790711628,0.3097898971837282,0.1436484078507158,0.3247412327348718,0.181092824884156,0.15121172336929217,0.623066297397006,0.3826035296901439,1.060187499752168,0.20120241734161926,0.1239752049590082,0.09226932668329177,1.191120401546033,0.6459897348841427,0.5183288799968411,0.4417404412231143,9.754594594594595,0.5998568360773086,0.8525571725571726,0.25769506084466715,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,1,0.2,0.2,2684,481306,0.005576493956027974,0.004133555103800899,833254,6837400,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.2905592327337205,0.3097898971837282,0.15945660647603038,0.3263865950862028,0.16692998861017244,0.1675835354608192,0.6461246776207407,0.360424848613825,1.19457890651008,0.20120241734161926,0.12623512805001008,0.09110244594115562,1.2128331343502041,0.6571669930575861,0.5086280652337014,0.4210002105576961,9.548108108108108,0.7945597709377237,0.831018711018711,0.2770221904080172,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,1,0.3,0.3,4027,883504,0.004557987286984553,0.0033391513632588924,983087,6928355,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.2915478313887191,0.3097898971837282,0.18574822288882287,0.3291231014286757,0.1433748785398528,0.19455319314696576,0.687220700134086,0.32043666484611366,1.4233417736472802,0.20120241734161926,0.13420890621793558,0.0869107497952977,1.2894430488597934,0.6810966493320789,0.4998223052926698,0.3839987761412282,9.301455301455302,1.4810307802433786,0.7940956340956341,0.3528990694345025,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,1,0.4,0.4,5369,1466035,0.003662259086583881,0.0023037400584689912,1094853,6994140,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.2924700523009395,0.3097898971837282,0.20678843853835605,0.3313130270181853,0.12452458847982929,0.2159078149243785,0.7185365432609527,0.2894114950807864,1.5975150804348948,0.20120241734161926,0.14455321807956675,0.0815450643776824,1.38882841307369,0.6984042458140477,0.49725560396456636,0.3542196689366293,9.158835758835759,2.2899069434502506,0.7634927234927235,0.43879742304939157,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,1,0.5,0.5,6711,2356555,0.002847801133434187,0.0015069846831064996,1182736,7051259,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.29349174209618556,0.3097898971837282,0.2222387779080961,0.33292114235863585,0.11068236445053976,0.2312317495660887,0.7413035953193433,0.26575346339125866,1.7347930913390808,0.20120241734161926,0.15342349957734572,0.07721518987341772,1.4740516902842764,0.7134318752653453,0.49900622589604204,0.3291154035842583,9.068024948024949,3.357193987115247,0.7372141372141372,0.5211166785969935,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,1,0.9359,0.9359,12562,40000000,0.00031405,0.0001554321077680324,1385854,7183765,1,1,4158,13422,42,0.8513623535140842,0.8959171509462077,0.29543343257387444,0.3097898971837282,0.25045344594382457,0.3358578053929014,0.08540435944907682,0.25887545908683524,0.7881889466141435,0.2151979665365492,2.057475223735852,0.20120241734161926,0.18887164708490356,0.06116036359555605,1.8146279507326954,0.7482933236113176,0.5485106551011544,0.3087060813541703,9.016548856548857,11.876879026485327,0.7156756756756757,0.9463135289906943,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,2,0.0,0.0,0,0,,,356268,6769056,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.28700993739820324,0.3097898971837282,0.08723506953795679,0.3188695717586444,0.2316345022206876,0.09281489735988588,0.5235911226462407,0.4671170327863241,0.47820995409767336,0.20120241734161926,0.1005940594059406,0.10618729096989966,0.9664806480648065,0.639186140675376,0.6288944756689877,0.5568782161697932,11.728316008316009,1.6492483894058698,0.9212474012474012,0.7816750178954903,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,2,0.01,0.01,134,13698,0.009782449992699664,0.009782449992699664,396047,6756728,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.287319206691231,0.3097898971837281,0.09264386582806411,0.31943253468647037,0.22678866885840626,0.09846355717216178,0.5334392825731409,0.4583938555592099,0.535959275535571,0.20120241734161926,0.10257425742574257,0.10499283325370282,0.9855058576723813,0.6359427257718308,0.6110723546523107,0.541027205358171,11.434927234927235,1.2670007158196135,0.915010395010395,0.642806012884753,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,2,0.02,0.02,268,30739,0.008718565991086242,0.007863388298808756,427839,6738974,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.2874547344329105,0.3097898971837282,0.09795529369419911,0.31998536323132143,0.22203006953712232,0.10405955305475491,0.5424040228764638,0.4506271383436738,0.5835278376891164,0.20120241734161926,0.10691699604743082,0.10236785458024396,1.027229721509389,0.6312717663138863,0.5944217024469219,0.5274310032115455,11.156424116424116,0.9477451682176091,0.9098544698544698,0.5239799570508232,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,2,0.05,0.05,671,82641,0.008119456444137897,0.007764633347462526,511643,6718151,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.2880933983901046,0.3097898971837282,0.11048746431993947,0.3212897472548767,0.21080228293493722,0.11711248899475114,0.5649648117364653,0.4323682021319817,0.7095914862625605,0.20120241734161926,0.11299546440544271,0.09867081786612382,1.085630009484504,0.6257933733436949,0.5611730483197979,0.5007629008806512,10.572723492723492,0.5476020042949177,0.896049896049896,0.3192555476020043,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,2,0.1,0.1,1342,183291,0.007321690644930739,0.006666666666666667,626492,6728362,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.28897148913201387,0.3097898971837282,0.13065899399983416,0.3233892575337333,0.19273026353389916,0.13807270243427505,0.5972231854121618,0.40423735447357495,0.8837740752952391,0.20120241734161926,0.11931143648595172,0.09488527724665392,1.1463121693016778,0.6284798196107374,0.5326497571505666,0.47190410961063856,10.048731808731809,0.4044380816034359,0.8749272349272349,0.21975662133142448,99.0,0.06132756132756133,0.3693052978767266,0.0
ca-GrQc,up_pfix,2,0.15,0.15,2013,316920,0.0063517606967057934,0.005021365122840102,742429,6775963,0,0,4158,13422,42,0.8513623535140842,0.8959171509462077,0.2898875747837607,0.3097898971837282,0.14730648935656376,0.3251219762800715,0.17781548692350774,0.15517286888700507,0.6250710090080169,0.3786432465172623,1.0591850495231874,0.20120241734161926,0.124,0.09225837093327001,1.1913586256263422,0.641003326491306,0.5160780803706579,0.44670481384358884,9.717006237006236,0.5561918396564066,0.8545530145530146,0.24194702934860415,99.0,0.06132756132756133,0.3693052978767266,0.0
